MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
ICICI Pru Nifty Financial Services Ex-Bank ETF,2022-11-25,47166,18.18,1.67,2.48,1.07,11.19,28.32,1.15,0.11,0.16,1.07,0.04,0.11,98,92,94,97,72,74,Nifty Financial Services Ex-Bank - TRI,ICICI Pru Nifty Financial Services Ex-Bank ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Sundaram Nifty 100 Equal Weight Fund(G),1999-07-27,2384,14.4,2.67,3.93,0.96,19.86,40.12,0.91,0.17,0.25,0.96,0.08,0.16,47,40,42,28,49,50,Nifty100 Equal Weight - TRI,Sundaram Nifty 100 Equal Weight Fund(G),15.55,2.33,3.49,0.99,17.73,37.71,95
ICICI Pru Nifty 100 ETF,2013-08-20,22404,13.3,2.02,3.04,1.01,8.72,26.51,0.84,0.13,0.19,1.01,0.03,0.11,53,72,75,92,74,85,NIFTY 100 - TRI,ICICI Pru Nifty 100 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Bank of India Short Term Income Fund-Reg(G),2008-12-18,7456,0.94,3.54,6.59,0.11,3.0,30.67,0.06,0.22,0.42,0.11,0.01,0.12,25,25,25,25,24,24,CRISIL Short Duration Debt Index,Bank of India Short Term Income Fund-Reg(G),0.75,5.09,8.81,0.08,3.48,283.0,26
Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(G),2022-11-22,47113,0.8,5.44,11.79,0.04,4.23,111.01,0.05,0.34,0.74,0.04,0.02,0.44,10,8,8,7,2,7,Nifty SDL Sep 2026 Index,Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(G),2022-09-28,46892,0.53,7.91,17.36,0.03,4.08,127.76,0.03,0.5,1.09,0.03,0.02,0.51,4,4,4,3,6,3,Nifty SDL Sep 2025 Index,Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
LIC MF BSE Sensex Index Fund-Reg(G),2002-11-28,2133,12.77,1.49,2.34,0.99,-0.23,19.15,0.8,0.09,0.15,0.99,0.0,0.08,12,91,91,53,92,92,BSE SENSEX - TRI,LIC MF BSE Sensex Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
UTI Silver ETF,2023-04-17,46881,21.5,0.79,1.33,1.04,14.24,16.38,1.35,0.05,0.08,1.04,0.06,0.06,17,19,20,15,16,15,Silver,UTI Silver ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),2024-05-16,48808,,,,,,,,,,,,,,,,,,,NIFTY Alpha Low-Volatility 30 - TRI,Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
SBI FMP-79-1130D-Reg(G),2023-03-14,47764,0.59,2.9,5.35,0.08,1.56,22.86,0.04,0.18,0.34,0.08,0.01,0.09,36,76,76,55,88,72,CRISIL Medium Duration Debt Index,SBI FMP-79-1130D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Quantum ESG Best In Class Strategy Fund-Reg(G),2019-07-12,43878,11.14,2.17,3.57,0.74,9.85,32.71,0.7,0.14,0.23,0.74,0.04,0.13,11,36,28,10,39,37,NIFTY100 ESG - TRI,Quantum ESG Best In Class Strategy Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
Bandhan Long Duration Fund-Reg(G),2024-03-20,48582,,,,,,,,,,,,,,,,,,,NIFTY Long Duration Debt Index,Bandhan Long Duration Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
Mirae Asset Hang Seng TECH ETF FoF-Reg(G),2021-12-08,46071,22.11,0.15,0.27,0.55,1.36,6.12,1.39,0.01,0.02,0.55,0.01,0.02,52,46,46,41,46,45,Hang Seng TECH TRI,Mirae Asset Hang Seng TECH ETF FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
DSP Nifty Private Bank ETF,2023-07-27,47907,,,,,,,,,,,,,,,,,,,Nifty Private Bank - TRI,DSP Nifty Private Bank ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Taurus ELSS Tax Saver Fund-Reg(G),1996-03-31,3314,13.59,2.17,3.18,0.88,12.5,33.64,0.86,0.14,0.2,0.88,0.05,0.13,35,47,50,26,38,38,BSE 500 - TRI,Taurus ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Axis Retirement Savings Fund-Conservative Plan-Reg(G),2019-12-20,43843,4.96,2.99,5.15,0.2,14.21,75.07,0.31,0.19,0.32,0.2,0.06,0.3,10,5,4,5,27,7,CRISIL Hybrid 75+25 - Conservative Index,Axis Retirement Savings Fund-Conservative Plan-Reg(G),8.75,2.57,3.95,0.85,20.29,58.89,38
Invesco India Gold ETF FoF(G),2011-12-05,14593,11.79,1.29,2.42,0.27,14.41,56.75,0.74,0.08,0.15,0.27,0.06,0.23,9,9,9,11,11,11,Gold-India,Invesco India Gold ETF FoF(G),12.9,1.28,2.32,0.43,14.47,74.75,15
Motilal Oswal Nifty 200 Momentum 30 ETF,2022-02-10,46325,19.45,2.8,4.04,1.12,34.27,48.41,1.23,0.18,0.25,1.12,0.14,0.19,117,27,34,112,12,25,Nifty200 Momentum 30 - TRI,Motilal Oswal Nifty 200 Momentum 30 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Mahindra Manulife Arbitrage Fund-Reg(G),2020-08-24,45042,1.01,3.52,7.42,0.0,3.55,10536.5,0.06,0.22,0.47,0.0,0.01,41.81,19,24,24,11,24,1,Nifty 50 Arbitrage,Mahindra Manulife Arbitrage Fund-Reg(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
Aditya Birla SL Nifty IT ETF,2021-10-29,45697,18.59,1.1,2.15,0.76,6.68,27.19,1.17,0.07,0.14,0.76,0.03,0.11,115,111,111,37,87,81,NIFTY IT - TRI,Aditya Birla SL Nifty IT ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Axis FTP-112-1143D-Reg(G),2023-03-01,47568,0.9,4.58,9.65,0.08,3.86,49.06,0.06,0.29,0.61,0.08,0.02,0.19,69,48,41,62,42,33,CRISIL Medium Duration Debt Index,Axis FTP-112-1143D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
HDFC FMP-Sr 47-1269D-March 2023-Reg(G),2023-03-21,47782,1.08,3.74,8.02,0.11,3.7,37.45,0.07,0.24,0.51,0.11,0.01,0.15,82,59,57,82,47,60,NIFTY Medium Duration Debt Index,HDFC FMP-Sr 47-1269D-March 2023-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(G),2023-12-26,48377,,,,,,,,,,,,,,,,,,,Nifty Smallcap250 Quality 50 - TRI,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Aditya Birla SL Nifty Next 50 ETF,2018-12-18,38262,18.31,2.77,3.99,1.11,30.49,45.89,1.15,0.17,0.25,1.11,0.12,0.18,105,31,42,107,28,37,NIFTY NEXT 50 - TRI,Aditya Birla SL Nifty Next 50 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
UTI NIFTY50 Equal Weight Index Fund-Reg(G),2023-06-07,47962,12.92,2.35,3.67,0.93,12.32,32.66,0.81,0.15,0.23,0.93,0.05,0.13,33,59,52,13,59,59,NIFTY50 Equal Weight - TRI,UTI NIFTY50 Equal Weight Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Bank of India Conservative Hybrid Fund-Reg(G),2009-03-18,7569,4.34,2.51,3.41,0.21,10.23,51.79,0.27,0.16,0.22,0.21,0.04,0.21,18,14,16,11,9,10,CRISIL Hybrid 85+15 - Conservative Index,Bank of India Conservative Hybrid Fund-Reg(G),3.42,2.94,4.61,0.2,9.31,54.02,19
SBI LT Advantage Fund-III-Reg(G),2016-03-31,34307,14.69,2.5,3.6,0.87,19.81,42.08,0.93,0.16,0.23,0.87,0.08,0.17,43,23,25,24,17,18,BSE 500,SBI LT Advantage Fund-III-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Motilal Oswal Gold and Silver ETFs FoF-Reg(G),2022-10-13,17788,12.62,1.22,2.19,0.51,13.83,30.44,0.79,0.08,0.14,0.51,0.05,0.12,12,12,12,12,14,12,Gold-India,Motilal Oswal Gold and Silver ETFs FoF-Reg(G),12.9,1.28,2.32,0.43,14.47,74.75,15
Bank of India Overnight Fund-Reg(G),2020-01-28,44437,0.01,191.26,13.11,0.0,1.81,8722.5,0.0,12.05,0.83,0.0,0.01,34.61,10,10,12,27,10,22,CRISIL Liquid Overnight Index,Bank of India Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Aditya Birla SL FTP-UJ-1110D-Reg(G),2023-03-27,47848,0.82,5.21,11.08,0.07,4.01,57.43,0.05,0.33,0.7,0.07,0.02,0.23,63,32,32,54,25,23,CRISIL Medium Duration Debt Index,Aditya Birla SL FTP-UJ-1110D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Bandhan Nifty Alpha 50 Index Fund-Reg(G),2023-11-09,48314,,,,,,,,,,,,,,,,,,,Nifty Alpha 50 - TRI,Bandhan Nifty Alpha 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Baroda BNP Paribas Gold ETF,2023-12-13,48145,,,,,,,,,,,,,,,,,,,Gold-India,Baroda BNP Paribas Gold ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
Tata Silver ETF,2024-01-12,48436,,,,,,,,,,,,,,,,,,,Silver,Tata Silver ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(G),2023-01-24,47409,1.18,3.37,6.47,0.13,3.55,30.72,0.07,0.21,0.41,0.13,0.01,0.12,26,27,27,28,32,28,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2028,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Nippon India FHF-XLIV-1-1743D(G),2022-09-21,46914,1.01,4.33,8.31,0.1,4.03,42.34,0.06,0.27,0.52,0.1,0.02,0.17,81,55,56,79,21,49,NIFTY Medium to Long Duration Debt Index,Nippon India FHF-XLIV-1-1743D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Tata Gold ETF FoF-Reg(G),2024-01-19,48437,,,,,,,,,,,,,,,,,,,Gold-India,Tata Gold ETF FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
ICICI Pru Nifty Auto ETF,2022-01-12,46229,15.54,3.53,6.67,0.81,40.29,67.33,0.98,0.22,0.42,0.81,0.16,0.27,70,2,2,41,5,14,NIFTY AUTO - TRI,ICICI Pru Nifty Auto ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Bank of India Midcap Tax Fund-Sr 1-Reg(G),2018-02-19,38076,15.24,2.62,3.77,0.93,21.95,43.02,0.96,0.17,0.24,0.93,0.09,0.17,49,14,17,39,13,17,BSE 500 - TRI,Bank of India Midcap Tax Fund-Sr 1-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
ICICI Pru Nifty PSU Bank ETF,2023-03-15,36397,30.43,2.1,3.17,1.57,35.78,40.62,1.92,0.13,0.2,1.57,0.14,0.16,127,62,67,129,8,58,NIFTY PSU BANK - TRI,ICICI Pru Nifty PSU Bank ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),2023-03-20,47794,1.21,3.34,6.15,0.15,3.55,27.01,0.08,0.21,0.39,0.15,0.01,0.11,25,24,25,27,22,26,Nifty G-sec Jul 2027 Index,Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
Kotak International REIT FOF-Reg(G),2020-12-29,42804,19.49,0.0,0.0,0.93,-3.15,0.0,1.23,0.0,0.0,0.93,-0.01,0.0,47,49,49,53,50,49,S&P Asia Pacific ex Japan REIT - TRI,Kotak International REIT FOF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G),2021-03-12,45344,8.0,2.86,4.44,0.38,21.72,60.18,0.5,0.18,0.28,0.38,0.09,0.24,25,21,26,34,21,31,NIFTY 500 - TRI,Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
DSP US Treasury FoF-Reg(G),2024-03-18,48492,,,,,,,,,,,,,,,,,,,S&P US Treasury Bond Index,DSP US Treasury FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
360 ONE ELSS Tax Saver Nifty 50 Index Fund-Reg(G),2022-12-28,47302,12.75,1.73,2.68,0.98,2.95,22.38,0.8,0.11,0.17,0.98,0.01,0.09,21,58,57,49,58,58,NIFTY 50 - TRI,360 ONE ELSS Tax Saver Nifty 50 Index Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Nippon India Quant Fund(G),2008-04-18,5153,15.58,2.35,3.3,1.08,15.62,33.84,0.98,0.15,0.21,1.08,0.06,0.13,34,28,37,38,30,34,BSE 200 - TRI,Nippon India Quant Fund(G),14.83,2.6,3.92,0.92,20.6,41.25,46
TRUSTMF Corporate Bond Fund-Reg(G),2023-01-20,47440,0.86,4.42,7.63,0.08,3.53,45.79,0.05,0.28,0.48,0.08,0.01,0.18,17,18,18,11,15,15,CRISIL Corporate Bond Index,TRUSTMF Corporate Bond Fund-Reg(G),0.79,5.23,9.13,0.08,3.79,56.06,21
DSP Global Allocation FoF-Reg(G),2014-08-21,14756,8.47,1.36,2.52,0.32,10.56,36.14,0.53,0.09,0.16,0.32,0.04,0.14,2,27,26,24,30,29,MSCI ACWI Net TRI,DSP Global Allocation FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Mahindra Manulife Dynamic Bond Fund-Reg(G),2018-08-20,40695,1.91,2.09,3.7,0.22,3.3,17.87,0.12,0.13,0.23,0.22,0.01,0.07,14,14,15,15,15,13,CRISIL Dynamic Bond Index,Mahindra Manulife Dynamic Bond Fund-Reg(G),1.43,5.16,12.51,0.06,4.83,-68.94,15
Kotak Nifty 50 Value 20 ETF,2015-12-02,31116,13.79,2.11,3.49,0.95,12.12,30.77,0.87,0.13,0.22,0.95,0.05,0.12,61,61,59,48,68,68,Nifty50 Value 20 - TRI,Kotak Nifty 50 Value 20 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),2024-04-26,48786,,,,,,,,,,,,,,,,,,,Nifty500 Multicap Infrastructure 50:30:20 - TRI,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Mirae Asset Silver ETF,2023-06-09,46195,21.18,0.81,1.43,1.14,14.14,15.17,1.33,0.05,0.09,1.14,0.06,0.06,16,15,15,20,19,21,Silver,Mirae Asset Silver ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
PGIM India Global Select Real Estate Securities FoF-Reg(G),2021-12-03,46019,15.69,0.45,0.77,0.66,4.91,10.56,0.99,0.03,0.05,0.66,0.02,0.04,30,41,41,45,41,41,FTSE EPRA/NAREIT Developed Index,PGIM India Global Select Real Estate Securities FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),2024-01-29,41180,,,,,,,,,,,,,,,,,,,NIFTY 50 - TRI,Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Aditya Birla SL Nifty 200 Momentum 30 ETF,2022-08-12,46120,19.47,2.81,4.07,1.12,34.17,48.74,1.23,0.18,0.26,1.12,0.14,0.19,119,22,33,113,13,22,Nifty200 Momentum 30 - TRI,Aditya Birla SL Nifty 200 Momentum 30 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),2022-10-03,46902,12.86,2.36,3.69,0.92,12.45,32.86,0.81,0.15,0.23,0.92,0.05,0.13,32,57,50,12,57,57,NIFTY50 Equal Weight - TRI,ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Navi ELSS Tax Saver Fund-Reg(G),2015-12-30,32632,11.64,2.11,3.26,0.79,9.2,30.97,0.73,0.13,0.21,0.79,0.04,0.12,7,51,48,14,52,50,NIFTY 500 - TRI,Navi ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Edelweiss Nifty 50 Index Fund-Reg(G),2021-10-08,45957,12.74,1.72,2.66,0.98,2.8,22.23,0.8,0.11,0.17,0.98,0.01,0.09,8,81,81,35,83,83,NIFTY 50 - TRI,Edelweiss Nifty 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),2011-07-01,13404,10.77,-0.24,-0.42,0.48,-4.06,-5.32,0.68,-0.02,-0.03,0.48,-0.02,-0.02,6,52,52,34,51,50,MSCI AC ASEAN 10/40 Index,Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
LIC MF Healthcare Fund-Reg(G),2019-02-28,41330,12.67,3.02,5.61,0.46,29.43,83.97,0.8,0.19,0.35,0.46,0.12,0.33,10,9,10,10,10,10,BSE Health Care - TRI,LIC MF Healthcare Fund-Reg(G),12.2,3.31,6.12,0.45,32.02,94.7,11
Kotak Nifty Smallcap 50 Index Fund-Reg(G),2023-04-10,46631,20.04,2.75,3.97,1.05,34.7,52.44,1.26,0.17,0.25,1.05,0.14,0.21,91,26,22,68,6,5,Nifty Smallcap 50 - TRI,Kotak Nifty Smallcap 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Nippon India FHF-XLI-8-3654D(G),2019-04-26,43259,1.62,2.6,4.68,0.12,3.86,35.66,0.1,0.16,0.3,0.12,0.02,0.14,89,82,83,87,43,63,CRISIL Dynamic Gilt Index,Nippon India FHF-XLI-8-3654D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
ICICI Pru FMP-88-1303D-S(G),2023-03-14,47688,0.79,5.53,11.98,0.04,4.23,112.72,0.05,0.35,0.75,0.04,0.02,0.45,59,28,27,32,14,14,CRISIL Medium Duration Debt Index,ICICI Pru FMP-88-1303D-S(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Mirae Asset Banking and PSU Fund-Reg(G),2020-07-24,45003,0.91,4.07,6.86,0.09,3.43,42.31,0.06,0.26,0.43,0.09,0.01,0.17,21,22,22,21,23,21,CRISIL Banking and PSU Debt Index,Mirae Asset Banking and PSU Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Nippon India Inv-Qrtly-II(G),2007-05-07,2611,0.29,16.16,33.48,0.0,4.66,-1786.05,0.02,1.02,2.11,0.0,0.02,-7.09,7,1,1,3,4,88,CRISIL Liquid Debt Index,Nippon India Inv-Qrtly-II(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Tata Quant Fund-Reg(G),2020-01-22,44447,12.98,2.0,3.13,0.84,9.68,30.84,0.82,0.13,0.2,0.84,0.04,0.12,22,43,40,19,41,41,BSE 200 - TRI,Tata Quant Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
Nippon India ETF Nifty India Consumption,2014-04-10,17478,11.06,2.82,5.51,0.66,19.48,47.63,0.7,0.18,0.35,0.66,0.08,0.19,9,19,8,18,54,34,Nifty India Consumption - TRI,Nippon India ETF Nifty India Consumption,15.55,2.05,3.31,1.09,15.7,47.58,129
Baroda BNP Paribas Aqua FoF-Reg(G),2021-05-07,45484,13.78,0.85,1.5,0.54,9.9,21.62,0.87,0.05,0.09,0.54,0.04,0.09,22,33,33,40,32,35,MSCI World,Baroda BNP Paribas Aqua FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
ICICI Pru Retirement Fund-Hybrid Cons Plan(G),2019-02-27,25668,4.36,3.41,5.11,0.14,14.41,107.63,0.27,0.21,0.32,0.14,0.06,0.43,9,3,5,4,25,3,NIFTY 50 Hybrid Composite Debt 15:85 Index,ICICI Pru Retirement Fund-Hybrid Cons Plan(G),8.75,2.57,3.95,0.85,20.29,58.89,38
ITI Liquid Fund-Reg(G),2019-04-24,43396,0.04,43.35,13.45,0.0,1.81,-26367.99,0.0,2.73,0.85,0.0,0.01,-104.63,1,1,36,7,36,34,CRISIL Liquid Debt Index,ITI Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
HSBC Managed Solutions India-Moderate(G),2014-04-30,28309,9.02,2.48,3.61,0.37,21.19,61.16,0.57,0.16,0.23,0.37,0.08,0.24,29,35,37,32,25,29,CRISIL Hybrid 35+65 - Aggressive Index,HSBC Managed Solutions India-Moderate(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Mirae Asset Nifty IT ETF,2023-10-20,48250,,,,,,,,,,,,,,,,,,,NIFTY IT - TRI,Mirae Asset Nifty IT ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
TRUSTMF FMP-SR-II-Reg(G),2023-03-31,45723,0.67,8.96,17.15,0.04,5.82,143.72,0.04,0.56,1.08,0.04,0.02,0.57,44,16,17,36,1,7,CRISIL Medium Duration Debt Index,TRUSTMF FMP-SR-II-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Quantum Multi Asset FOFs-Reg(G),2012-07-11,20096,4.43,3.16,5.99,0.22,13.31,64.39,0.28,0.2,0.38,0.22,0.05,0.26,14,15,9,16,39,25,NIFTY 50 - TRI,Quantum Multi Asset FOFs-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
UTI FTIF-XXXVI-I(1574D)(G),2023-02-28,47684,1.51,2.6,4.81,0.17,3.4,23.23,0.1,0.16,0.3,0.17,0.01,0.09,87,81,79,90,55,71,CRISIL Medium to Long Term Debt Index,UTI FTIF-XXXVI-I(1574D)(G),0.74,5.74,11.73,0.06,3.16,69.76,92
ICICI Pru BSE Midcap Select ETF,2016-07-04,33837,16.9,2.68,4.07,0.99,27.57,45.64,1.06,0.17,0.26,0.99,0.11,0.18,95,42,32,85,39,38,BSE MidCap Select Index - TRI,ICICI Pru BSE Midcap Select ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Zerodha Gold ETF,2024-02-26,48500,,,,,,,,,,,,,,,,,,,Gold-India,Zerodha Gold ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
Bajaj Finserv Nifty 50 ETF,2024-01-19,48461,,,,,,,,,,,,,,,,,,,NIFTY 50 - TRI,Bajaj Finserv Nifty 50 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
LIC MF Gold ETF FoF(G),2012-08-14,17242,11.8,1.29,2.19,0.08,14.99,188.12,0.74,0.08,0.14,0.08,0.06,0.75,10,10,11,1,3,1,Gold-India,LIC MF Gold ETF FoF(G),12.9,1.28,2.32,0.43,14.47,74.75,15
Groww Nifty Smallcap 250 Index Fund-Reg(G),2024-02-29,48617,,,,,,,,,,,,,,,,,,,Nifty Smallcap 250 - TRI,Groww Nifty Smallcap 250 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Mirae Asset Nifty 200 Alpha 30 ETF,2023-10-20,48243,,,,,,,,,,,,,,,,,,,Nifty200 Alpha 30 - TRI,Mirae Asset Nifty 200 Alpha 30 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Franklin India Multi-Asset Solution FoF(G),2014-11-28,31040,5.66,2.74,5.06,0.24,14.77,65.57,0.36,0.17,0.32,0.24,0.06,0.26,18,28,14,21,32,23,NIFTY 500 - TRI,Franklin India Multi-Asset Solution FoF(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),2022-11-30,47167,18.32,2.65,3.65,0.96,30.09,50.78,1.15,0.17,0.23,0.96,0.12,0.2,75,41,54,26,15,8,Nifty Smallcap 250 - TRI,Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Motilal Oswal S&P BSE Low Volatility ETF,2022-03-23,46437,10.47,3.1,5.63,0.64,21.04,50.85,0.66,0.2,0.35,0.64,0.08,0.2,2,6,5,16,50,18,BSE Low Volatility Index - TRI,Motilal Oswal S&P BSE Low Volatility ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Samco Overnight Fund-Reg(G),2022-10-12,46969,0.01,108.27,12.11,0.0,1.56,12521.63,0.0,6.82,0.76,0.0,0.01,49.69,20,23,31,19,32,19,CRISIL Liquid Overnight Index,Samco Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
PGIM India Retirement Fund-Reg(G),2024-04-15,44436,,,,,,,,,,,,,,,,,,,BSE 500 - TRI,PGIM India Retirement Fund-Reg(G),8.75,2.57,3.95,0.85,20.29,58.89,38
Navi ELSS Tax Saver Nifty 50 Index Fund-Reg(G),2023-03-20,47657,12.77,1.66,2.57,0.99,2.12,21.55,0.8,0.1,0.16,0.99,0.01,0.09,23,59,59,50,59,59,NIFTY 50 - TRI,Navi ELSS Tax Saver Nifty 50 Index Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Motilal Oswal S&P BSE Low Volatility Index Fund-Reg(G),2022-03-23,46438,10.48,3.0,5.36,0.64,19.1,49.44,0.66,0.19,0.34,0.64,0.08,0.2,3,7,3,3,51,17,BSE Low Volatility Index - TRI,Motilal Oswal S&P BSE Low Volatility Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Quantum Small Cap Fund-Reg(G),2023-11-03,48248,,,,,,,,,,,,,,,,,,,BSE 250 Small Cap - TRI,Quantum Small Cap Fund-Reg(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Tata Nifty Auto Index Fund-Reg(G),2024-04-26,48683,,,,,,,,,,,,,,,,,,,NIFTY AUTO - TRI,Tata Nifty Auto Index Fund-Reg(G),14.16,3.47,5.98,0.68,34.2,63.93,4
Aditya Birla SL Inv Inc-QS I-Reg(G),2007-08-30,466,0.31,15.44,32.96,0.0,4.79,-1390.31,0.02,0.97,2.08,0.0,0.02,-5.52,12,3,4,1,3,84,CRISIL Liquid Debt Index,Aditya Birla SL Inv Inc-QS I-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund-Reg(G),2022-12-02,47220,0.57,7.04,15.2,0.04,3.88,89.86,0.04,0.44,0.96,0.04,0.02,0.36,3,3,2,4,11,4,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
