MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
TRUSTMF Corporate Bond Fund-Reg(G),47440,Trust Mutual Fund,1.0,2.54,4.39,8.27,CRISIL Corporate Bond Index,,,,6.35,16,3,9,10,13,,,,TRUSTMF Corporate Bond Fund-Reg(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
Kotak BSE PSU Index Fund-Reg(G),48890,Kotak Mahindra Mutual Fund,-1.36,,,,BSE PSU - TRI,,,,,,115,,,,,,,Kotak BSE PSU Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,0.57,-7.48,8.6,70.95,37.9,31.24,,44.32
Nippon India ETF Nifty Dividend Opportunities 50,17481,Nippon India Mutual Fund,-0.47,5.05,15.18,48.1,Nifty Dividend Opportunities 50 - TRI,23.21,24.57,15.53,27.03,48,122,43,66,32,8,11,5,Nippon India ETF Nifty Dividend Opportunities 50,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(G),46892,Aditya Birla Sun Life Mutual Fund,0.67,1.93,3.84,7.73,Nifty SDL Sep 2025 Index,,,,6.03,22,28,27,25,25,,,,Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
Aditya Birla SL FTP-UJ-1110D-Reg(G),47848,Aditya Birla Sun Life Mutual Fund,0.77,2.15,4.16,8.43,CRISIL Medium Duration Debt Index,,,,6.12,62,47,55,47,50,,,,Aditya Birla SL FTP-UJ-1110D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Tata Quant Fund-Reg(G),44447,Tata Mutual Fund,-0.33,4.0,17.71,28.29,BSE 200 - TRI,14.49,,,19.09,52,49,30,18,52,23,,,Tata Quant Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.21,2.69,12.61,35.31,15.68,21.24,,27.18
Franklin India Medium to Long Duration Fund-Reg(G),48952,Franklin Templeton Mutual Fund,,,,,CRISIL Medium to Long Term Debt Index,,,,,,,,,,,,,Franklin India Medium to Long Duration Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
Baroda BNP Paribas Gold ETF,48145,Baroda BNP Paribas Mutual Fund,4.29,2.69,3.83,,Gold-India,,,,18.55,22,28,7,21,,,,,Baroda BNP Paribas Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
PGIM India Retirement Fund-Reg(G),44436,PGIM India Mutual Fund,0.85,5.32,,,BSE 500 - TRI,,,,,,9,5,,,,,,PGIM India Retirement Fund-Reg(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
HDFC NIFTY200 Momentum 30 ETF,46042,HDFC Mutual Fund,3.51,2.54,18.22,62.02,Nifty200 Momentum 30 - TRI,,,,37.27,22,11,94,46,16,,,,HDFC NIFTY200 Momentum 30 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Navi ELSS Tax Saver Nifty 50 Index Fund-Reg(G),47657,Navi Mutual Fund,-0.26,2.74,10.11,26.53,NIFTY 50 - TRI,,,,14.82,58,33,43,55,58,,,,Navi ELSS Tax Saver Nifty 50 Index Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
Nippon India FHF-XLIV-1-1743D(G),46914,Nippon India Mutual Fund,0.86,2.41,4.58,9.3,NIFTY Medium to Long Duration Debt Index,,,,6.97,12,12,12,12,10,,,,Nippon India FHF-XLIV-1-1743D(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Bank of India Midcap Tax Fund-Sr 1-Reg(G),38076,Bank of India Mutual Fund,-0.99,-0.81,13.26,40.68,BSE 500 - TRI,15.56,27.14,,24.66,25,50,55,40,21,34,13,,Bank of India Midcap Tax Fund-Sr 1-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(G),47409,Axis Mutual Fund,0.83,2.48,4.59,9.24,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2028,,,,6.82,27,27,19,24,24,,,,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
Edelweiss Silver ETF,48344,Edelweiss Mutual Fund,7.33,-3.78,6.87,,Silver,,,,21.79,7,8,22,5,,,,,Edelweiss Silver ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Aditya Birla SL Nifty 200 Momentum 30 ETF,46120,Aditya Birla Sun Life Mutual Fund,3.49,2.53,18.3,62.16,Nifty200 Momentum 30 - TRI,,,,37.37,20,13,95,45,15,,,,Aditya Birla SL Nifty 200 Momentum 30 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G),45344,Motilal Oswal Mutual Fund,1.54,2.63,10.14,29.44,NIFTY 500 - TRI,13.19,,,17.95,25,13,35,24,20,20,,,Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Edelweiss Gold ETF,17716,Edelweiss Mutual Fund,4.32,2.74,3.92,,Gold-India,,,,18.72,17,23,1,16,,,,,Edelweiss Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Mirae Asset Nifty SDL June 2028 Index Fund-Reg(G),47763,Mirae Asset Mutual Fund,0.77,2.47,4.52,9.09,Nifty SDL June 2028 Index,,,,6.85,26,45,22,32,31,,,,Mirae Asset Nifty SDL June 2028 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
DSP US Treasury FoF-Reg(G),48492,DSP Mutual Fund,-2.21,3.17,6.2,,S&P US Treasury Bond Index,,,,,,57,24,43,,,,,DSP US Treasury FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),47794,Invesco Mutual Fund,0.75,2.32,4.43,8.99,Nifty G-sec Jul 2027 Index,,,,6.41,15,20,16,10,6,,,,Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
Navi ELSS Tax Saver Fund-Reg(G),32632,Navi Mutual Fund,-1.6,0.98,13.16,27.78,NIFTY 500 - TRI,12.55,16.29,,17.39,52,55,50,41,52,52,51,,Navi ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
Bank of India Conservative Hybrid Fund-Reg(G),7569,Bank of India Mutual Fund,0.11,0.49,3.24,11.73,CRISIL Hybrid 85+15 - Conservative Index,12.97,12.42,8.02,7.07,19,19,19,19,16,1,1,10,Bank of India Conservative Hybrid Fund-Reg(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,19,18,18,10.02,0.66,2.65,6.61,14.33,8.37,9.29,8.17,,,,,,,,
Mirae Asset Global Electric & Autonomous Vehicles ETFs FoF-Reg(G),46002,Mirae Asset Mutual Fund,15.34,0.9,-0.93,0.24,Solactive Autonomous & Electric Vehicles Index - TRI,,,,-3.85,56,4,37,55,56,,,,Mirae Asset Global Electric & Autonomous Vehicles ETFs FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
LIC MF Gold ETF FoF(G),17242,LIC Mutual Fund,4.33,2.16,3.9,28.07,Gold-India,15.71,12.66,8.95,18.58,9,10,6,7,7,2,10,9,LIC MF Gold ETF FoF(G),Gold : MFs,16,16,16,16,15,10,10,10,18.7,4.85,0.9,4.27,27.19,15.45,12.88,9.28,,,,,,,,
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),41180,Baroda BNP Paribas Mutual Fund,-0.23,2.85,10.49,,NIFTY 50 - TRI,,,,,,82,55,80,,,,,Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Mahindra Manulife Short Duration Fund-Reg(G),45310,Mahindra Manulife Mutual Fund,0.78,2.25,4.09,8.3,CRISIL Short Duration Debt Index,5.35,,,6.11,18,18,15,14,10,18,,,Mahindra Manulife Short Duration Fund-Reg(G),Debt : Short Duration,25,26,26,26,25,23,21,19,6.01,0.78,2.17,3.93,7.81,5.84,6.15,6.8,,,,,,,,
Nippon India FHF-XLI-8-3654D(G),43259,Nippon India Mutual Fund,0.81,2.83,4.98,9.59,CRISIL Dynamic Gilt Index,6.27,6.94,,7.65,5,36,5,5,8,6,4,,Nippon India FHF-XLI-8-3654D(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Aditya Birla SL Nifty Next 50 ETF,38262,Aditya Birla Sun Life Mutual Fund,0.65,1.97,19.2,68.19,NIFTY NEXT 50 - TRI,21.05,23.9,,41.96,4,35,116,35,2,14,15,,Aditya Birla SL Nifty Next 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru FMP-88-1303D-S(G),47688,ICICI Prudential Mutual Fund,0.85,2.26,4.37,8.62,CRISIL Medium Duration Debt Index,,,,6.68,28,16,33,28,32,,,,ICICI Pru FMP-88-1303D-S(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Tata Nifty Realty Index Fund-Reg(G),48684,Tata Mutual Fund,0.39,-6.92,,,NIFTY REALTY - TRI,,,,,,36,126,,,,,,Tata Nifty Realty Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
HSBC Managed Solutions India-Moderate(G),28309,HSBC Mutual Fund,0.53,3.26,10.84,26.54,CRISIL Hybrid 35+65 - Aggressive Index,12.02,15.87,11.88,17.48,27,38,15,22,23,22,11,10,HSBC Managed Solutions India-Moderate(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Union Childrens Fund-Reg(G),48373,Union Mutual Fund,0.49,4.9,15.76,,BSE 500 - TRI,,,,23.09,8,22,7,6,,,,,Union Childrens Fund-Reg(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
Quantum Multi Asset FOFs-Reg(G),20096,Quantum Mutual Fund,0.95,2.8,7.14,20.01,NIFTY 50 - TRI,10.83,11.25,9.3,12.78,39,25,28,35,38,26,18,16,Quantum Multi Asset FOFs-Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Mahindra Manulife Dynamic Bond Fund-Reg(G),40695,Mahindra Manulife Mutual Fund,0.95,2.64,5.06,9.81,CRISIL Dynamic Bond Index,4.85,4.82,,7.61,2,2,2,2,2,14,14,,Mahindra Manulife Dynamic Bond Fund-Reg(G),Debt : Credit Risk,15,15,15,15,15,15,15,10,6.45,0.69,2.2,4.13,8.87,8.57,6.42,6.57,0.98,2.77,4.96,,,,,9.15
Shriram Balanced Advantage Fund-Reg(G),43158,Shriram Mutual Fund,0.64,1.59,6.0,26.13,NIFTY 50 Hybrid Composite Debt 50:50 Index,11.06,12.41,,14.24,21,8,26,31,7,15,12,,Shriram Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,33,32,32,27,21,18,10,15.44,0.07,2.6,8.95,24.46,12.08,13.81,10.68,,,,,,,,
HDFC NIFTY Midcap 150 ETF,46873,HDFC Mutual Fund,0.14,3.02,17.73,45.93,Nifty Midcap 150 - TRI,,,,29.05,43,56,66,54,45,,,,HDFC NIFTY Midcap 150 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Franklin India Multi-Asset Solution FoF(G),31040,Franklin Templeton Mutual Fund,1.12,2.8,6.22,21.04,NIFTY 500 - TRI,10.79,8.44,,13.04,38,22,27,39,36,27,20,,Franklin India Multi-Asset Solution FoF(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Kotak NIFTY 100 Low Volatility 30 Index Fund-Reg(G),45716,Kotak Mahindra Mutual Fund,-1.34,5.25,,,Nifty100 Low Volatility 30 - TRI,,,,,,114,15,,,,,,Kotak NIFTY 100 Low Volatility 30 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
PGIM India Global Select Real Estate Securities FoF-Reg(G),46019,PGIM India Mutual Fund,-2.01,9.86,14.07,27.08,FTSE EPRA/NAREIT Developed Index,,,,12.19,39,56,8,8,29,,,,PGIM India Global Select Real Estate Securities FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Motilal Oswal NASDAQ Q 50 ETF,46181,Motilal Oswal Mutual Fund,8.06,6.48,9.03,26.75,NASDAQ Q-50-TRI,,,,15.98,96,4,27,126,108,,,,Motilal Oswal NASDAQ Q 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
TRUSTMF FMP-SR-II-Reg(G),45723,Trust Mutual Fund,0.75,2.21,4.45,9.14,CRISIL Medium Duration Debt Index,,,,7.15,10,50,43,24,16,,,,TRUSTMF FMP-SR-II-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Shriram ELSS Tax Saver Fund-Reg(G),41744,Shriram Mutual Fund,1.18,0.21,13.73,39.47,NIFTY 500 - TRI,14.33,18.15,,23.41,34,12,54,39,27,44,47,,Shriram ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
UTI FTIF-XXXVI-I(1574D)(G),47684,UTI Mutual Fund,0.84,2.44,4.42,9.07,CRISIL Medium to Long Term Debt Index,,,,6.63,30,17,10,26,17,,,,UTI FTIF-XXXVI-I(1574D)(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Axis Silver FoF-Reg(G),46368,Axis Mutual Fund,6.69,-3.56,6.2,24.2,Silver,,,,21.16,1,3,14,2,13,,,,Axis Silver FoF-Reg(G),Gold : MFs,16,16,16,16,15,10,10,10,18.7,4.85,0.9,4.27,27.19,15.45,12.88,9.28,,,,,,,,
Mirae Asset Banking and PSU Fund-Reg(G),45003,Mirae Asset Mutual Fund,0.93,2.29,4.08,8.14,CRISIL Banking and PSU Debt Index,5.36,,,6.51,11,6,13,13,12,16,,,Mirae Asset Banking and PSU Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,0.68,2.11,3.85,,,,,7.48
DSP Global Allocation FoF-Reg(G),14756,DSP Mutual Fund,2.55,2.33,6.62,20.19,MSCI ACWI Net TRI,5.49,9.96,7.46,10.3,41,44,30,39,41,27,14,13,DSP Global Allocation FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
ICICI Pru Nifty India Consumption ETF,45678,ICICI Prudential Mutual Fund,1.28,9.78,21.08,47.25,Nifty India Consumption - TRI,,,,30.51,33,20,20,11,35,,,,ICICI Pru Nifty India Consumption ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
SBI LT Advantage Fund-I-Reg(G),30484,SBI Mutual Fund,-0.62,4.07,17.73,44.22,BSE 500,22.45,27.62,,30.15,11,40,26,16,13,13,11,,SBI LT Advantage Fund-I-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,0.17,2.33,12.58,34.9,14.87,20.65,15.46,26.79
Aditya Birla SL Nifty 200 Quality 30 ETF,46122,Aditya Birla Sun Life Mutual Fund,-1.19,6.27,20.93,39.31,NIFTY200 Quality 30 - TRI,,,,25.2,54,136,29,17,49,,,,Aditya Birla SL Nifty 200 Quality 30 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Groww Short Duration Fund-Reg(G),23158,Groww Mutual Fund,0.66,2.09,3.75,7.46,CRISIL Short Duration Debt Index,4.48,4.39,6.04,5.59,24,24,24,24,24,23,21,17,Groww Short Duration Fund-Reg(G),Debt : Short Duration,25,26,26,26,25,23,21,19,6.01,0.78,2.17,3.93,7.81,5.84,6.15,6.8,,,,,,,,
Taurus Large Cap Fund-Reg(G),3305,Taurus Mutual Fund,0.31,1.97,10.21,37.72,BSE 100 - TRI,15.17,17.17,11.26,22.7,13,11,28,27,12,13,27,28,Taurus Large Cap Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,0.2,2.91,12.1,32.29,14.78,19.96,,24.97
Shriram Aggressive Hybrid Fund-Reg(G),24794,Shriram Mutual Fund,0.48,1.78,10.48,32.19,CRISIL Hybrid 35+65 - Aggressive Index,12.33,14.78,10.75,19.46,16,17,41,24,11,21,22,15,Shriram Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Motilal Oswal Nifty Realty ETF,48548,Motilal Oswal Mutual Fund,0.83,-6.89,9.04,,NIFTY REALTY - TRI,,,,,,28,150,125,,,,,Motilal Oswal Nifty Realty ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund-Reg(G),47220,Aditya Birla Sun Life Mutual Fund,0.77,2.02,3.94,7.86,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026,,,,6.06,25,23,23,22,21,,,,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Navi Nifty India Manufacturing Index Fund-Reg(G),45954,Navi Mutual Fund,2.21,2.46,20.29,56.76,Nifty India Manufacturing - TRI,,,,37.98,15,9,79,6,24,,,,Navi Nifty India Manufacturing Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
HDFC NIFTY Next 50 ETF,39624,HDFC Mutual Fund,0.66,2.0,19.15,67.97,NIFTY NEXT 50 - TRI,,,,41.77,9,32,113,38,7,,,,HDFC NIFTY Next 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Groww ELSS Tax Saver Fund-Reg(G),38133,Groww Mutual Fund,0.48,4.46,13.95,39.79,BSE 500 - TRI,15.46,17.36,,23.56,32,20,23,37,26,36,50,,Groww ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
Nippon India FHF-XLIV-4-1223D(G),47212,Nippon India Mutual Fund,0.72,2.15,4.08,8.46,CRISIL Medium Duration Debt Index,,,,6.22,53,62,56,55,45,,,,Nippon India FHF-XLIV-4-1223D(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Aditya Birla SL Nifty IT ETF,45697,Aditya Birla Sun Life Mutual Fund,-1.29,12.97,20.3,31.27,NIFTY IT - TRI,,,,20.38,79,143,13,31,84,,,,Aditya Birla SL Nifty IT ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru Nifty Metal ETF,33835,ICICI Prudential Mutual Fund,7.5,,,,NIFTY METAL - TRI,,,,,,5,,,,,,,ICICI Pru Nifty Metal ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
HDFC FMP-Sr 47-1204D-Dec 2022-Reg(G),46876,HDFC Mutual Fund,0.67,2.02,3.97,8.16,NIFTY Medium Duration Debt Index,,,,5.91,78,77,72,69,66,,,,HDFC FMP-Sr 47-1204D-Dec 2022-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Baroda BNP Paribas Aqua FoF-Reg(G),45484,Baroda BNP Paribas Mutual Fund,0.94,5.39,5.11,23.56,MSCI World,6.35,,,8.23,47,49,15,47,35,24,,,Baroda BNP Paribas Aqua FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
HSBC Medium to Long Duration Fund Fund(G),1432,HSBC Mutual Fund,0.84,2.56,4.62,9.26,NIFTY Medium to Long Duration Debt Index,4.43,4.9,6.17,6.75,34,22,18,20,20,13,10,9,HSBC Medium to Long Duration Fund Fund(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
HDFC Dynamic PE Ratio FOF-Reg(G),16034,HDFC Mutual Fund,0.06,2.76,8.48,21.25,NIFTY 50 Hybrid Composite Debt 65:35 Index,14.26,16.78,12.19,13.78,33,49,30,27,34,14,10,9,HDFC Dynamic PE Ratio FOF-Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Nippon India Inv-Qrtly-II(G),2611,Nippon India Mutual Fund,0.6,1.73,3.5,7.37,CRISIL Liquid Debt Index,6.26,5.25,6.48,5.81,80,85,83,83,81,7,9,2,Nippon India Inv-Qrtly-II(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund-Reg(G),47769,HDFC Mutual Fund,0.79,2.33,4.45,9.0,NIFTY SDL Plus G-Sec Jun 2027 40:60 Index,,,,6.59,11,18,15,8,5,,,,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
Motilal Oswal Nifty 50 ETF,8634,Motilal Oswal Mutual Fund,-0.18,3.01,10.7,28.33,NIFTY 50 - TRI,13.05,18.45,12.88,15.93,107,97,74,101,99,42,42,19,Motilal Oswal Nifty 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Groww Aggressive Hybrid Fund-Reg(G),41853,Groww Mutual Fund,-0.27,0.97,8.09,28.2,CRISIL Hybrid 35+65 - Aggressive Index,12.05,14.75,,16.13,29,44,52,34,20,23,23,,Groww Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Axis BSE Sensex Index Fund-Reg(G),48476,Axis Mutual Fund,-0.43,2.19,9.26,,BSE SENSEX - TRI,,,,,,98,93,108,,,,,Axis BSE Sensex Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,-0.17,2.12,9.43,23.96,12.02,17.76,,17.72
SBI FMP-1-3668D-Reg(G),43205,SBI Mutual Fund,0.81,2.81,5.04,9.91,Crisil Long Term Debt Index,6.4,7.03,,7.58,7,33,6,4,3,2,3,,SBI FMP-1-3668D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
ICICI Pru Nifty Commodities ETF,47332,ICICI Prudential Mutual Fund,0.61,0.36,7.47,47.4,NIFTY COMMODITIES - TRI,,,,22.14,42,28,58,57,15,,,,ICICI Pru Nifty Commodities ETF,Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
