MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
Sundaram Global Brand Fund(G),2007-08-22,3005,11.13,1.76,2.88,0.99,15.95,19.78,0.7,0.11,0.18,0.99,0.06,0.08,6,31,34,17,36,27,MSCI AC World Index,Sundaram Global Brand Fund(G),16.21,1.74,3.0,1.48,21.41,18.29,57
SBI FMP-43-1616D-Reg(G),2021-04-29,45525,0.29,4.0,6.55,0.06,0.96,19.28,0.02,0.25,0.41,0.06,0.0,0.08,11,58,62,17,79,35,CRISIL Medium Duration Debt Index,SBI FMP-43-1616D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),2022-11-17,46213,0.7,6.29,15.64,0.23,3.53,19.43,0.04,0.4,0.99,0.23,0.01,0.08,8,8,7,7,20,7,CRISIL IBX 90:10 SDL Plus Gilt Index - November 2026,Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Tata Nifty MidSmall Healthcare Index Fund-Reg(G),2024-04-26,48764,,,,,,,,,,,,,,,,,,,Nifty MidSmall Healthcare - TRI,Tata Nifty MidSmall Healthcare Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Bandhan All Seasons Bond Fund-Reg(G),2004-09-13,2850,0.72,5.55,11.51,0.34,2.67,11.69,0.05,0.35,0.73,0.34,0.01,0.05,1,1,1,7,49,44,NIFTY Medium Duration Debt Index,Bandhan All Seasons Bond Fund-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Navi Aggressive Hybrid Fund-Reg(G),2018-04-30,39479,9.54,1.91,2.86,1.33,13.08,13.66,0.6,0.12,0.18,1.33,0.05,0.05,28,43,42,25,26,28,CRISIL Hybrid 35+65 - Aggressive Index,Navi Aggressive Hybrid Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),2014-07-07,20281,15.05,1.04,1.74,1.81,8.11,8.64,0.95,0.07,0.11,1.81,0.03,0.03,25,47,48,41,49,45,MSCI Emerging Market Index,Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Motilal Oswal Multi Asset Fund-Reg(G),2020-08-04,45017,8.41,0.79,1.24,0.9,3.15,7.36,0.53,0.05,0.08,0.9,0.01,0.03,8,17,17,3,17,16,NIFTY 500 - TRI,Motilal Oswal Multi Asset Fund-Reg(G),8.9,2.41,3.7,1.49,15.76,0.39,17
Canara Rob Dynamic Bond Fund-Reg(G),2009-05-29,7792,2.2,2.21,3.82,1.16,0.3,4.18,0.14,0.14,0.24,1.16,0.0,0.02,17,20,21,18,22,21,CRISIL Dynamic Bond Index,Canara Rob Dynamic Bond Fund-Reg(G),1.84,3.3,6.1,0.93,1.59,13.86,22
LIC MF Short Duration Fund-Reg(G),2019-02-01,34304,0.65,5.64,11.6,0.29,2.52,12.55,0.04,0.36,0.73,0.29,0.01,0.05,10,11,13,7,16,7,CRISIL Short Duration Debt Index,LIC MF Short Duration Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
Nippon India FHF-XLV-4-1111D(G),2023-03-31,47822,0.75,5.56,12.13,0.27,3.1,15.42,0.05,0.35,0.76,0.27,0.01,0.06,77,44,41,74,31,49,CRISIL Medium Duration Debt Index,Nippon India FHF-XLV-4-1111D(G),0.62,5.43,11.49,0.19,2.44,98.12,91
ICICI Pru Nifty Infrastructure ETF,2022-08-17,45998,19.66,1.82,2.53,1.27,11.44,28.12,1.24,0.11,0.16,1.27,0.05,0.11,117,73,102,130,77,75,Nifty Infrastructure - TRI,ICICI Pru Nifty Infrastructure ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
UTI Long Duration Fund-Reg(G),2023-03-17,47733,3.17,2.44,4.57,1.69,1.11,4.59,0.2,0.15,0.29,1.69,0.0,0.02,17,20,19,18,19,19,NIFTY Long Duration Debt Index,UTI Long Duration Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
Quantum Dynamic Bond Fund-Reg(G),2015-05-19,37428,2.32,2.69,4.83,1.24,1.36,5.04,0.15,0.17,0.3,1.24,0.01,0.02,20,11,10,20,12,12,CRISIL Dynamic Bond Index,Quantum Dynamic Bond Fund-Reg(G),1.84,3.3,6.1,0.93,1.59,13.86,22
Kotak FMP-304-3119D(G),2022-12-30,47401,2.08,3.36,6.46,1.04,2.92,6.75,0.13,0.21,0.41,1.04,0.01,0.03,91,64,63,91,42,91,NIFTY Long Duration Debt Index,Kotak FMP-304-3119D(G),0.62,5.43,11.49,0.19,2.44,98.12,91
PGIM India Dynamic Bond Fund(G),2012-01-12,15247,2.13,2.59,4.81,1.15,1.01,4.81,0.13,0.16,0.3,1.15,0.0,0.02,15,15,11,17,15,16,CRISIL Dynamic Bond Index,PGIM India Dynamic Bond Fund(G),1.84,3.3,6.1,0.93,1.59,13.86,22
Mahindra Manulife Arbitrage Fund-Reg(G),2020-08-24,45042,1.03,1.8,3.79,-0.13,2.37,-13.76,0.06,0.11,0.24,-0.13,0.01,-0.05,17,25,25,11,25,1,Nifty 50 Arbitrage,Mahindra Manulife Arbitrage Fund-Reg(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
Quant Gilt Fund-Reg(G),2022-12-21,47345,0.97,4.17,9.17,0.51,2.04,7.96,0.06,0.26,0.58,0.51,0.01,0.03,8,8,8,9,13,9,CRISIL Dynamic Gilt Index,Quant Gilt Fund-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
Edelweiss Nifty 50 Index Fund-Reg(G),2021-10-08,45957,13.46,1.64,2.51,0.99,2.67,22.3,0.85,0.1,0.16,0.99,0.01,0.09,15,83,76,35,87,86,NIFTY 50 - TRI,Edelweiss Nifty 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Motilal Oswal BSE Low Volatility Index Fund-Reg(G),2022-03-23,46438,11.21,2.24,3.82,0.67,11.97,37.45,0.71,0.14,0.24,0.67,0.05,0.15,4,20,5,3,52,25,BSE Low Volatility Index - TRI,Motilal Oswal BSE Low Volatility Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
DSP Nifty Midcap 150 Quality 50 ETF,2021-12-23,46157,14.33,1.85,2.91,0.79,11.26,33.36,0.9,0.12,0.18,0.79,0.04,0.13,65,72,63,36,78,64,NIFTY Midcap150 Quality 50 - TRI,DSP Nifty Midcap 150 Quality 50 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru Nifty 100 ETF,2013-08-20,22404,14.12,1.85,2.75,1.02,6.58,25.58,0.89,0.12,0.17,1.02,0.03,0.1,60,70,79,92,87,82,NIFTY 100 - TRI,ICICI Pru Nifty 100 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Motilal Oswal Nifty Smallcap 250 ETF,2024-03-15,48657,,,,,,,,,,,,,,,,,,,Nifty Smallcap 250 - TRI,Motilal Oswal Nifty Smallcap 250 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Kotak Nifty Smallcap 50 Index Fund-Reg(G),2023-04-10,46631,20.95,1.83,2.68,1.07,17.34,35.91,1.32,0.12,0.17,1.07,0.07,0.14,93,51,56,72,31,29,Nifty Smallcap 50 - TRI,Kotak Nifty Smallcap 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
LIC MF Nifty Next 50 Index Fund(G),2010-09-20,12836,19.7,2.3,3.32,1.14,23.01,39.82,1.24,0.14,0.21,1.14,0.09,0.16,76,12,17,83,10,13,NIFTY NEXT 50 - TRI,LIC MF Nifty Next 50 Index Fund(G),16.72,1.86,2.81,1.05,11.36,31.35,102
ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),2022-02-02,46205,20.5,0.81,1.36,2.16,8.54,7.71,1.29,0.05,0.09,2.16,0.03,0.03,49,52,52,43,48,47,NYSE Arca Gold Miners Index,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Invesco India Banking and PSU Fund(G),2012-12-29,17249,0.95,4.88,9.49,0.44,2.87,10.41,0.06,0.31,0.6,0.44,0.01,0.04,23,19,19,24,8,19,NIFTY Banking and PSU Debt Index,Invesco India Banking and PSU Fund(G),0.71,5.77,11.63,0.3,2.77,14.73,25
ICICI Pru Nifty 200 Quality 30 ETF,2023-08-07,48118,12.68,2.18,3.64,0.73,13.78,38.13,0.8,0.14,0.23,0.73,0.05,0.15,16,34,22,23,66,44,NIFTY200 Quality 30 - TRI,ICICI Pru Nifty 200 Quality 30 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru Quant Fund(G),2020-12-11,42805,11.63,2.38,3.61,0.76,12.75,36.36,0.73,0.15,0.23,0.76,0.05,0.14,6,11,12,11,29,19,BSE 200 - TRI,ICICI Pru Quant Fund(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Tata Silver ETF,2024-01-12,48436,,,,,,,,,,,,,,,,,,,Silver,Tata Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Sundaram Nifty 100 Equal Weight Fund(G),1999-07-27,2384,15.4,2.16,3.15,0.99,13.96,33.74,0.97,0.14,0.2,0.99,0.06,0.13,48,21,26,34,47,49,Nifty100 Equal Weight - TRI,Sundaram Nifty 100 Equal Weight Fund(G),16.72,1.86,2.81,1.05,11.36,31.35,102
DSP Nifty Top 10 Equal Weight ETF,2024-09-05,49012,,,,,,,,,,,,,,,,,,,Nifty Top 10 Equal Weight - TRI,DSP Nifty Top 10 Equal Weight ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru Nifty Auto ETF,2022-01-12,46229,18.08,2.12,3.55,0.96,19.86,39.79,1.14,0.13,0.22,0.96,0.08,0.16,102,42,28,47,28,38,NIFTY AUTO - TRI,ICICI Pru Nifty Auto ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),2024-05-16,48808,,,,,,,,,,,,,,,,,,,NIFTY Alpha Low-Volatility 30 - TRI,Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Groww Nifty EV & New Age Automotive ETF FOF-Reg(G),2024-08-12,48990,,,,,,,,,,,,,,,,,,,Nifty EV and New Age Automotive - TRI,Groww Nifty EV & New Age Automotive ETF FOF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
UTI NIFTY50 Equal Weight Index Fund-Reg(G),2023-06-07,47962,13.93,1.89,2.92,0.96,7.59,27.52,0.88,0.12,0.18,0.96,0.03,0.11,35,46,32,17,66,65,NIFTY50 Equal Weight - TRI,UTI NIFTY50 Equal Weight Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
PGIM India Emerging Markets Equity Fund(G),2007-09-11,815,14.99,2.19,3.8,1.81,26.36,18.17,0.94,0.14,0.24,1.81,0.1,0.07,24,15,14,40,23,31,MSCI Emerging Market Index,PGIM India Emerging Markets Equity Fund(G),16.21,1.74,3.0,1.48,21.41,18.29,57
PGIM India Corp Bond Fund(G),2003-01-30,854,0.73,5.01,10.06,0.34,2.29,10.63,0.05,0.32,0.63,0.34,0.01,0.04,8,18,16,9,21,17,CRISIL Composite Bond Index,PGIM India Corp Bond Fund(G),0.74,5.68,10.98,0.34,2.81,12.74,21
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),2022-10-18,46999,0.75,5.91,13.3,0.32,3.18,13.78,0.05,0.37,0.84,0.32,0.01,0.05,10,11,13,18,32,22,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Tata Gold ETF FoF-Reg(G),2024-01-19,48437,,,,,,,,,,,,,,,,,,,Gold-India,Tata Gold ETF FoF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
TRUSTMF Money Market Fund-Reg(G),2022-08-17,46735,0.31,10.65,22.13,0.02,3.25,200.82,0.02,0.67,1.39,0.02,0.01,0.8,7,13,12,16,14,18,CRISIL Money Market Index,TRUSTMF Money Market Fund-Reg(G),0.31,10.51,21.91,0.02,3.25,219.97,22
Invesco India Nifty 50 ETF,2011-06-16,12694,13.52,1.69,2.59,1.0,3.38,22.98,0.85,0.11,0.16,1.0,0.01,0.09,49,90,98,80,106,93,NIFTY 50 - TRI,Invesco India Nifty 50 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Quantum ESG Best In Class Strategy Fund-Reg(G),2019-07-12,43878,11.98,2.07,3.31,0.76,9.93,32.68,0.75,0.13,0.21,0.76,0.04,0.13,8,23,17,10,36,32,NIFTY100 ESG - TRI,Quantum ESG Best In Class Strategy Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Motilal Oswal Nifty 5 Year Benchmark G-Sec ETF,2020-12-10,45196,1.31,3.74,7.21,0.65,2.37,7.56,0.08,0.24,0.45,0.65,0.01,0.03,14,15,13,16,10,12,Nifty 5 yr Benchmark G-Sec Index TRI,Motilal Oswal Nifty 5 Year Benchmark G-Sec ETF,0.92,5.17,9.33,0.42,2.31,-21.69,20
Edelweiss Nifty 100 Quality 30 Index Fund-Reg(G),2021-10-07,45961,12.28,2.11,3.5,0.74,11.49,35.18,0.77,0.13,0.22,0.74,0.05,0.14,5,23,7,5,53,35,NIFTY100 Quality 30 - TRI,Edelweiss Nifty 100 Quality 30 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Bajaj Finserv Banking and PSU Fund-Reg(G),2023-11-13,48214,,,,,,,,,,,,,,,,,,,NIFTY Banking and PSU Debt Index,Bajaj Finserv Banking and PSU Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Samco Overnight Fund-Reg(G),2022-10-12,46969,0.02,6.78,0.81,0.0,0.1,-1769.8,0.0,0.43,0.05,0.0,0.0,-7.02,25,33,35,12,35,32,CRISIL Liquid Overnight Index,Samco Overnight Fund-Reg(G),0.04,24.86,4.05,0.0,0.47,424.97,35
Kotak Global Emerging Mkt Fund(G),2007-09-26,2047,12.59,1.53,2.65,1.42,13.73,13.56,0.79,0.1,0.17,1.42,0.05,0.05,10,41,42,34,41,36,MSCI Emerging Market Index,Kotak Global Emerging Mkt Fund(G),16.21,1.74,3.0,1.48,21.41,18.29,57
PGIM India Arbitrage Fund-Reg(G),2014-08-27,28514,1.0,2.8,5.96,-0.1,3.2,-26.74,0.06,0.18,0.38,-0.1,0.01,-0.11,6,20,20,25,22,20,Nifty 50 Arbitrage,PGIM India Arbitrage Fund-Reg(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
ICICI Pru Nifty Financial Services Ex-Bank ETF,2022-11-25,47166,19.31,1.21,1.8,1.11,2.29,21.22,1.22,0.08,0.11,1.11,0.01,0.08,106,119,119,104,109,103,Nifty Financial Services Ex-Bank - TRI,ICICI Pru Nifty Financial Services Ex-Bank ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(G),2023-02-14,47548,0.84,5.61,13.01,0.36,3.3,13.03,0.05,0.35,0.82,0.36,0.01,0.05,18,18,17,23,25,25,Nifty SDL Plus G-Sec Sep 2027 50:50 Index,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),2022-10-03,46902,13.87,1.9,2.93,0.95,7.66,27.64,0.87,0.12,0.18,0.95,0.03,0.11,33,44,30,14,64,63,NIFTY50 Equal Weight - TRI,ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Axis FTP-113-1228D-Reg(G),2023-03-21,47799,0.54,6.72,14.8,0.16,3.02,23.41,0.03,0.42,0.93,0.16,0.01,0.09,41,19,33,38,38,29,CRISIL Medium Duration Debt Index,Axis FTP-113-1228D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
PGIM India Equity Savings Fund(G),2004-02-05,845,2.2,2.43,4.32,0.31,4.16,17.46,0.14,0.15,0.27,0.31,0.02,0.07,4,16,7,4,53,10,NIFTY 50 Equity Savings Index,PGIM India Equity Savings Fund(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Union Medium Duration Fund-Reg(G),2020-09-14,44157,0.99,4.01,7.57,0.48,2.09,8.32,0.06,0.25,0.48,0.48,0.01,0.03,25,26,28,23,27,26,CRISIL Medium Duration Debt Index,Union Medium Duration Fund-Reg(G),0.83,5.57,12.1,0.35,2.85,18.32,30
Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),2023-12-22,48411,,,,,,,,,,,,,,,,,,,CRISIL IBX Gilt Index - April 2033,Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
LIC MF Gilt Fund-Reg(G),1999-11-29,2124,2.1,2.54,4.53,1.12,0.96,4.79,0.13,0.16,0.29,1.12,0.0,0.02,19,25,25,19,26,23,Nifty All Duration G-Sec Index,LIC MF Gilt Fund-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
LIC MF Gilt Fund-PF(G),2003-12-29,2126,2.1,2.54,4.53,1.12,0.96,4.79,0.13,0.16,0.29,1.12,0.0,0.02,18,24,24,18,27,22,Nifty All Duration G-Sec Index,LIC MF Gilt Fund-PF(G),1.92,3.29,6.51,0.98,1.67,6.84,35
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),2022-10-20,47038,0.52,7.4,16.17,0.15,3.25,25.07,0.03,0.47,1.02,0.15,0.01,0.1,4,1,2,2,2,2,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Groww Nifty Smallcap 250 Index Fund-Reg(G),2024-02-29,48617,,,,,,,,,,,,,,,,,,,Nifty Smallcap 250 - TRI,Groww Nifty Smallcap 250 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Mirae Asset Hang Seng TECH ETF FoF-Reg(G),2021-12-08,46071,32.35,1.18,2.35,0.5,35.94,75.73,2.04,0.07,0.15,0.5,0.14,0.3,57,45,45,5,5,2,Hang Seng TECH TRI,Mirae Asset Hang Seng TECH ETF FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
LIC MF BSE Sensex Index Fund-Reg(G),2002-11-28,2133,13.42,1.49,2.3,0.99,0.48,20.08,0.85,0.09,0.14,0.99,0.0,0.08,8,97,96,43,99,99,BSE SENSEX - TRI,LIC MF BSE Sensex Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Motilal Oswal BSE Low Volatility ETF,2022-03-23,46437,11.11,2.38,4.11,0.67,13.66,39.61,0.7,0.15,0.26,0.67,0.05,0.16,6,19,18,11,68,40,BSE Low Volatility Index - TRI,Motilal Oswal BSE Low Volatility ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),2022-11-30,47167,19.6,1.72,2.4,0.98,14.39,34.22,1.23,0.11,0.15,0.98,0.06,0.14,70,59,84,29,36,39,Nifty Smallcap 250 - TRI,Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),2016-11-18,36026,16.34,1.41,2.04,0.8,7.41,28.9,1.03,0.09,0.13,0.8,0.03,0.11,50,57,57,8,44,41,Nifty Smallcap 100,Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),2011-07-01,13404,11.3,1.86,3.28,1.74,14.11,12.07,0.71,0.12,0.21,1.74,0.06,0.05,7,29,27,39,40,40,MSCI AC ASEAN 10/40 Index,Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Quantum Small Cap Fund-Reg(G),2023-11-03,48248,,,,,,,,,,,,,,,,,,,BSE 250 Small Cap - TRI,Quantum Small Cap Fund-Reg(G),16.44,1.9,2.74,0.83,15.09,37.85,24
Mirae Asset Nifty 8-13 yr G-Sec ETF,2023-03-31,47899,2.14,2.94,5.38,1.15,1.71,5.44,0.13,0.18,0.34,1.15,0.01,0.02,17,16,16,17,11,13,Nifty 8-13 yr G-Sec,Mirae Asset Nifty 8-13 yr G-Sec ETF,0.92,5.17,9.33,0.42,2.31,-21.69,20
Nippon India Quant Fund(G),2008-04-18,5153,16.71,2.04,2.88,1.11,12.32,30.72,1.05,0.13,0.18,1.11,0.05,0.12,37,25,33,45,32,38,BSE 200 - TRI,Nippon India Quant Fund(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),2024-04-26,48786,,,,,,,,,,,,,,,,,,,Nifty500 Multicap Infrastructure 50:30:20 - TRI,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),2023-10-31,48274,,,,,,,,,,,,,,,,,,,Bloomberg US Treasury 1-3 Year Index,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),0.92,5.17,9.33,0.42,2.31,-21.69,20
Taurus ELSS Tax Saver Fund-Reg(G),1996-03-31,3314,14.41,2.0,2.95,0.89,11.34,32.38,0.91,0.13,0.19,0.89,0.04,0.13,29,28,27,24,26,26,BSE 500 - TRI,Taurus ELSS Tax Saver Fund-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Tata Nifty India Digital ETF FoF-Reg(G),2022-04-13,46355,14.09,2.42,4.4,1.72,27.52,19.88,0.89,0.15,0.28,1.72,0.11,0.08,44,25,15,37,5,13,Nifty India Digital  - TRI,Tata Nifty India Digital ETF FoF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Zerodha Gold ETF,2024-02-26,48500,,,,,,,,,,,,,,,,,,,Gold-India,Zerodha Gold ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Tata Nifty Auto Index Fund-Reg(G),2024-04-26,48683,,,,,,,,,,,,,,,,,,,NIFTY AUTO - TRI,Tata Nifty Auto Index Fund-Reg(G),16.33,2.11,3.38,0.92,17.04,38.65,5
HSBC Global Equity Climate Change FoF-Reg(G),2021-03-22,45333,14.46,1.69,3.28,2.42,15.85,10.11,0.91,0.11,0.21,2.42,0.06,0.04,20,35,28,49,37,43,MSCI AC World Index,HSBC Global Equity Climate Change FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Mirae Asset Silver ETF,2023-06-09,46195,22.45,1.25,2.28,2.02,20.36,13.96,1.41,0.08,0.14,2.02,0.08,0.06,16,17,15,19,8,20,Silver,Mirae Asset Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Union Dynamic Bond(G),2012-02-13,16032,2.2,2.45,4.26,1.19,0.73,4.56,0.14,0.15,0.27,1.19,0.0,0.02,18,17,17,19,18,19,CRISIL Dynamic Bond Index,Union Dynamic Bond(G),1.84,3.3,6.1,0.93,1.59,13.86,22
ICICI Pru Nifty PSU Bank ETF,2023-03-15,36397,29.57,1.0,1.45,1.53,0.38,19.38,1.86,0.06,0.09,1.53,0.0,0.08,139,120,123,136,122,116,NIFTY PSU BANK - TRI,ICICI Pru Nifty PSU Bank ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
SBI LT Advantage Fund-III-Reg(G),2016-03-31,34307,15.89,2.21,3.24,0.91,17.41,38.46,1.0,0.14,0.2,0.91,0.07,0.15,44,14,14,31,6,6,BSE 500,SBI LT Advantage Fund-III-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
ICICI Pru Nifty Oil & Gas ETF,2024-07-19,33836,,,,,,,,,,,,,,,,,,,NIFTY OIL & GAS - TRI,ICICI Pru Nifty Oil & Gas ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),2023-01-11,47369,0.83,5.75,13.16,0.25,3.78,18.87,0.05,0.36,0.83,0.25,0.02,0.07,16,15,16,13,7,12,CRISIL IBX SDL Index - June 2027,UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,2022-03-07,46440,1.32,3.83,7.46,0.64,2.55,7.94,0.08,0.24,0.47,0.64,0.01,0.03,34,37,38,40,40,40,Nifty 5 yr Benchmark G-Sec Index TRI,ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,1.16,4.71,10.28,0.48,2.9,12.91,52
ICICI Pru Retirement Fund-Hybrid Cons Plan(G),2019-02-27,25668,4.51,2.49,3.73,0.62,8.82,18.24,0.28,0.16,0.23,0.62,0.04,0.07,8,11,12,3,30,3,NIFTY 50 Hybrid Composite Debt 15:85 Index,ICICI Pru Retirement Fund-Hybrid Cons Plan(G),9.32,2.27,3.54,1.66,13.4,12.58,39
ICICI Pru Nifty50 Value 20 Index Fund-Reg(G),2024-02-02,48523,,,,,,,,,,,,,,,,,,,Nifty50 Value 20 - TRI,ICICI Pru Nifty50 Value 20 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
SBI FMP-79-1130D-Reg(G),2023-03-14,47764,0.45,2.56,4.49,0.16,0.66,7.33,0.03,0.16,0.28,0.16,0.0,0.03,25,84,84,39,91,86,CRISIL Medium Duration Debt Index,SBI FMP-79-1130D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
360 ONE ELSS Tax Saver Nifty 50 Index Fund-Reg(G),2022-12-28,47302,13.45,1.66,2.55,0.99,2.97,22.6,0.85,0.1,0.16,0.99,0.01,0.09,18,44,43,45,57,57,NIFTY 50 - TRI,360 ONE ELSS Tax Saver Nifty 50 Index Fund-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Edelweiss Nifty Next 50 Index Fund-Reg(G),2022-11-30,47171,19.71,2.3,3.32,1.14,22.98,39.79,1.24,0.14,0.21,1.14,0.09,0.16,77,14,16,84,12,16,NIFTY NEXT 50 - TRI,Edelweiss Nifty Next 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),2014-02-07,24618,13.23,1.73,2.76,1.36,17.34,16.76,0.83,0.11,0.17,1.36,0.07,0.07,14,34,38,32,34,32,MSCI Europe Index (Total Return Net),Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
